source	target	type	source_id	id	label	name	category_code	crunchbase_url	funded_month	source_description	round_code	raised_amount	permalink	source_url	raised_currency_code	funded_year	funded_day
"(664880 {""phone_number"":"""",""crunchbase_url"":""http://www.crunchbase.com/financial-organization/500-startups"",""description"":""Venture Firm"",""overview"":"" 500 Startups is an early-stage seed fund and incubator program located in Mountain View, CA.  They invest primarily in consumer &amp; SMB internet startups, and related web infrastructure services.  Their initial investment size is typically $25K-$250K.    Selected areas of interest include financial services &amp; e-commerce, search/social/mobile platforms, personal &amp; business productivity, education &amp; language, family &amp; healthcare and web infrastructure. "",""updated_at"":""Thu Aug 22 12:55:19 UTC 2013"",""twitter_username"":""500startups"",""founded_day"":1,""number_of_employees"":22,""founded_year"":2010,""name"":""500 Startups"",""permalink"":""500-startups"",""founded_month"":4,""email_address"":"""",""created_at"":""Fri Jul 30 12:52:31 UTC 2010"",""alias_list"":"""",""stub"":""False"",""homepage_url"":""http://500.co"",""blog_feed_url"":"""",""blog_url"":""http://500.co/blog/"",""visited"":""False""})"	"(665865 {""stub"":"""",""visited"":""False"",""permalink"":""olset"",""name"":""OLSET""})"	funded		500-startups__olset	funded					TechCrunch	convertible	50000.0	500-startups__olset	http://techcrunch.com/2013/10/29/500-startups-accelerator-batch-7/	USD	2013	
"(664880 {""phone_number"":"""",""crunchbase_url"":""http://www.crunchbase.com/financial-organization/500-startups"",""description"":""Venture Firm"",""overview"":"" 500 Startups is an early-stage seed fund and incubator program located in Mountain View, CA.  They invest primarily in consumer &amp; SMB internet startups, and related web infrastructure services.  Their initial investment size is typically $25K-$250K.    Selected areas of interest include financial services &amp; e-commerce, search/social/mobile platforms, personal &amp; business productivity, education &amp; language, family &amp; healthcare and web infrastructure. "",""updated_at"":""Thu Aug 22 12:55:19 UTC 2013"",""twitter_username"":""500startups"",""founded_day"":1,""number_of_employees"":22,""founded_year"":2010,""name"":""500 Startups"",""permalink"":""500-startups"",""founded_month"":4,""email_address"":"""",""created_at"":""Fri Jul 30 12:52:31 UTC 2010"",""alias_list"":"""",""stub"":""False"",""homepage_url"":""http://500.co"",""blog_feed_url"":"""",""blog_url"":""http://500.co/blog/"",""visited"":""False""})"	"(665866 {""stub"":"""",""visited"":""False"",""permalink"":""carousell"",""name"":""Carousell""})"	funded		500-startups__carousell	funded					Marketplace App Carousell Raises $800K Seed Round Led By Rakuten	seed	800000.0	500-startups__carousell	http://techcrunch.com/2013/11/13/marketplace-app-carousell-raises-800k-seed-round-led-by-rakuten/	USD	2013	
"(664880 {""phone_number"":"""",""crunchbase_url"":""http://www.crunchbase.com/financial-organization/500-startups"",""description"":""Venture Firm"",""overview"":"" 500 Startups is an early-stage seed fund and incubator program located in Mountain View, CA.  They invest primarily in consumer &amp; SMB internet startups, and related web infrastructure services.  Their initial investment size is typically $25K-$250K.    Selected areas of interest include financial services &amp; e-commerce, search/social/mobile platforms, personal &amp; business productivity, education &amp; language, family &amp; healthcare and web infrastructure. "",""updated_at"":""Thu Aug 22 12:55:19 UTC 2013"",""twitter_username"":""500startups"",""founded_day"":1,""number_of_employees"":22,""founded_year"":2010,""name"":""500 Startups"",""permalink"":""500-startups"",""founded_month"":4,""email_address"":"""",""created_at"":""Fri Jul 30 12:52:31 UTC 2010"",""alias_list"":"""",""stub"":""False"",""homepage_url"":""http://500.co"",""blog_feed_url"":"""",""blog_url"":""http://500.co/blog/"",""visited"":""False""})"	"(665711 {""stub"":"""",""visited"":""False"",""permalink"":""toutapp"",""name"":""ToutApp""})"	funded		500-startups__toutapp	funded					Silicon Valley Venture Capital Almanac source	seed	920000.0	500-startups__toutapp		USD	2013	
"(664880 {""phone_number"":"""",""crunchbase_url"":""http://www.crunchbase.com/financial-organization/500-startups"",""description"":""Venture Firm"",""overview"":"" 500 Startups is an early-stage seed fund and incubator program located in Mountain View, CA.  They invest primarily in consumer &amp; SMB internet startups, and related web infrastructure services.  Their initial investment size is typically $25K-$250K.    Selected areas of interest include financial services &amp; e-commerce, search/social/mobile platforms, personal &amp; business productivity, education &amp; language, family &amp; healthcare and web infrastructure. "",""updated_at"":""Thu Aug 22 12:55:19 UTC 2013"",""twitter_username"":""500startups"",""founded_day"":1,""number_of_employees"":22,""founded_year"":2010,""name"":""500 Startups"",""permalink"":""500-startups"",""founded_month"":4,""email_address"":"""",""created_at"":""Fri Jul 30 12:52:31 UTC 2010"",""alias_list"":"""",""stub"":""False"",""homepage_url"":""http://500.co"",""blog_feed_url"":"""",""blog_url"":""http://500.co/blog/"",""visited"":""False""})"	"(665867 {""stub"":"""",""visited"":""False"",""permalink"":""hangtime"",""name"":""Hangtime""})"	funded		500-startups__hangtime	funded					Silicon Valley Venture Capital Almanac - Source	unattributed	3500000.0	500-startups__hangtime		USD	2013	
"(664880 {""phone_number"":"""",""crunchbase_url"":""http://www.crunchbase.com/financial-organization/500-startups"",""description"":""Venture Firm"",""overview"":"" 500 Startups is an early-stage seed fund and incubator program located in Mountain View, CA.  They invest primarily in consumer &amp; SMB internet startups, and related web infrastructure services.  Their initial investment size is typically $25K-$250K.    Selected areas of interest include financial services &amp; e-commerce, search/social/mobile platforms, personal &amp; business productivity, education &amp; language, family &amp; healthcare and web infrastructure. "",""updated_at"":""Thu Aug 22 12:55:19 UTC 2013"",""twitter_username"":""500startups"",""founded_day"":1,""number_of_employees"":22,""founded_year"":2010,""name"":""500 Startups"",""permalink"":""500-startups"",""founded_month"":4,""email_address"":"""",""created_at"":""Fri Jul 30 12:52:31 UTC 2010"",""alias_list"":"""",""stub"":""False"",""homepage_url"":""http://500.co"",""blog_feed_url"":"""",""blog_url"":""http://500.co/blog/"",""visited"":""False""})"	"(665868 {""stub"":"""",""visited"":""False"",""permalink"":""hall-com"",""name"":""Hall""})"	funded		500-startups__hall-com	funded					Enterprise Social Network Platform Hall Raises $5.5M In Series A Funding	a	5500000.0	500-startups__hall-com	http://techcrunch.com/2013/07/23/hall-raises-5-5m-series-a-funding/	USD	2013	
"(664880 {""phone_number"":"""",""crunchbase_url"":""http://www.crunchbase.com/financial-organization/500-startups"",""description"":""Venture Firm"",""overview"":"" 500 Startups is an early-stage seed fund and incubator program located in Mountain View, CA.  They invest primarily in consumer &amp; SMB internet startups, and related web infrastructure services.  Their initial investment size is typically $25K-$250K.    Selected areas of interest include financial services &amp; e-commerce, search/social/mobile platforms, personal &amp; business productivity, education &amp; language, family &amp; healthcare and web infrastructure. "",""updated_at"":""Thu Aug 22 12:55:19 UTC 2013"",""twitter_username"":""500startups"",""founded_day"":1,""number_of_employees"":22,""founded_year"":2010,""name"":""500 Startups"",""permalink"":""500-startups"",""founded_month"":4,""email_address"":"""",""created_at"":""Fri Jul 30 12:52:31 UTC 2010"",""alias_list"":"""",""stub"":""False"",""homepage_url"":""http://500.co"",""blog_feed_url"":"""",""blog_url"":""http://500.co/blog/"",""visited"":""False""})"	"(665869 {""stub"":"""",""visited"":""False"",""permalink"":""goods-platform"",""name"":""Goods Platform""})"	funded		500-startups__goods-platform	funded						seed	5500000.0	500-startups__goods-platform		USD	2013	
"(664880 {""phone_number"":"""",""crunchbase_url"":""http://www.crunchbase.com/financial-organization/500-startups"",""description"":""Venture Firm"",""overview"":"" 500 Startups is an early-stage seed fund and incubator program located in Mountain View, CA.  They invest primarily in consumer &amp; SMB internet startups, and related web infrastructure services.  Their initial investment size is typically $25K-$250K.    Selected areas of interest include financial services &amp; e-commerce, search/social/mobile platforms, personal &amp; business productivity, education &amp; language, family &amp; healthcare and web infrastructure. "",""updated_at"":""Thu Aug 22 12:55:19 UTC 2013"",""twitter_username"":""500startups"",""founded_day"":1,""number_of_employees"":22,""founded_year"":2010,""name"":""500 Startups"",""permalink"":""500-startups"",""founded_month"":4,""email_address"":"""",""created_at"":""Fri Jul 30 12:52:31 UTC 2010"",""alias_list"":"""",""stub"":""False"",""homepage_url"":""http://500.co"",""blog_feed_url"":"""",""blog_url"":""http://500.co/blog/"",""visited"":""False""})"	"(665870 {""stub"":"""",""visited"":""False"",""permalink"":""builk"",""name"":""Builk""})"	funded		500-startups__builk	funded					Silicon Valley Venture Capital Almanac - Source	seed	5500000.0	500-startups__builk		USD	2013	
"(664880 {""phone_number"":"""",""crunchbase_url"":""http://www.crunchbase.com/financial-organization/500-startups"",""description"":""Venture Firm"",""overview"":"" 500 Startups is an early-stage seed fund and incubator program located in Mountain View, CA.  They invest primarily in consumer &amp; SMB internet startups, and related web infrastructure services.  Their initial investment size is typically $25K-$250K.    Selected areas of interest include financial services &amp; e-commerce, search/social/mobile platforms, personal &amp; business productivity, education &amp; language, family &amp; healthcare and web infrastructure. "",""updated_at"":""Thu Aug 22 12:55:19 UTC 2013"",""twitter_username"":""500startups"",""founded_day"":1,""number_of_employees"":22,""founded_year"":2010,""name"":""500 Startups"",""permalink"":""500-startups"",""founded_month"":4,""email_address"":"""",""created_at"":""Fri Jul 30 12:52:31 UTC 2010"",""alias_list"":"""",""stub"":""False"",""homepage_url"":""http://500.co"",""blog_feed_url"":"""",""blog_url"":""http://500.co/blog/"",""visited"":""False""})"	"(665871 {""stub"":"""",""visited"":""False"",""permalink"":""intuitive-motion"",""name"":""Intuitive Motion""})"	funded		500-startups__intuitive-motion	funded					Silicon Valley Venture Capital Almanac - Source	seed	5500000.0	500-startups__intuitive-motion		USD	2013	
"(664880 {""phone_number"":"""",""crunchbase_url"":""http://www.crunchbase.com/financial-organization/500-startups"",""description"":""Venture Firm"",""overview"":"" 500 Startups is an early-stage seed fund and incubator program located in Mountain View, CA.  They invest primarily in consumer &amp; SMB internet startups, and related web infrastructure services.  Their initial investment size is typically $25K-$250K.    Selected areas of interest include financial services &amp; e-commerce, search/social/mobile platforms, personal &amp; business productivity, education &amp; language, family &amp; healthcare and web infrastructure. "",""updated_at"":""Thu Aug 22 12:55:19 UTC 2013"",""twitter_username"":""500startups"",""founded_day"":1,""number_of_employees"":22,""founded_year"":2010,""name"":""500 Startups"",""permalink"":""500-startups"",""founded_month"":4,""email_address"":"""",""created_at"":""Fri Jul 30 12:52:31 UTC 2010"",""alias_list"":"""",""stub"":""False"",""homepage_url"":""http://500.co"",""blog_feed_url"":"""",""blog_url"":""http://500.co/blog/"",""visited"":""False""})"	"(665872 {""stub"":"""",""visited"":""False"",""permalink"":""platejoy"",""name"":""PlateJoy""})"	funded		500-startups__platejoy	funded					Silicon Valley Venture Capital Almanac - Source	seed	5500000.0	500-startups__platejoy		USD	2013	
"(664880 {""phone_number"":"""",""crunchbase_url"":""http://www.crunchbase.com/financial-organization/500-startups"",""description"":""Venture Firm"",""overview"":"" 500 Startups is an early-stage seed fund and incubator program located in Mountain View, CA.  They invest primarily in consumer &amp; SMB internet startups, and related web infrastructure services.  Their initial investment size is typically $25K-$250K.    Selected areas of interest include financial services &amp; e-commerce, search/social/mobile platforms, personal &amp; business productivity, education &amp; language, family &amp; healthcare and web infrastructure. "",""updated_at"":""Thu Aug 22 12:55:19 UTC 2013"",""twitter_username"":""500startups"",""founded_day"":1,""number_of_employees"":22,""founded_year"":2010,""name"":""500 Startups"",""permalink"":""500-startups"",""founded_month"":4,""email_address"":"""",""created_at"":""Fri Jul 30 12:52:31 UTC 2010"",""alias_list"":"""",""stub"":""False"",""homepage_url"":""http://500.co"",""blog_feed_url"":"""",""blog_url"":""http://500.co/blog/"",""visited"":""False""})"	"(665873 {""stub"":"""",""visited"":""False"",""permalink"":""splendid-labs"",""name"":""Splendid Labs""})"	funded		500-startups__splendid-labs	funded					Silicon Valley Venture Capital Almanac - Source	seed	5500000.0	500-startups__splendid-labs		USD	2013	
